Title,Poem,Poet,Emotion
King Prion,"—HooooooooLay in an array of pixelsFat, simulated proteinsLooks just like nutrition!Acts just like an avatar!I just wanted to give my body toA net of guarineGingko-balboa azatine melamineCamphobacter phylacter nicotineWhich hung like neuron-nectar in a cell, net ofVatic coughdropped hairball tells the future ofNeural center where the straight lines hoppedLike a hairline fracture on a bender jumps aMulholland retaining wall and crashes the crinkled Vale ofFood-for-thoughtFruit for monkeys in a barrel, one fruit per monkeyFor a total of fortyseven monkeydaysFor a total of twelve hours at a clipThe go-home-and-feed-the-baby milk of itThat man is a mouth chased by ghostsRound a rainslicked hairpin off a cliff in(And now I pause to rememberHow Art was a silver paper moulded to the ceilingWhere you cut your hairFor your rebirth as Fata AndrogyanaThe scissors-sister who slits where she goes-intoCuts as she cuts—)This machine makes its need louder andInvites me into its duct, unlike the babySleeping on the other edge of Pow’r,Eyes roll’d, mouth pinch’d shutRound Pow’r’s earthly sinks and shunts—",Joyelle McSweeney,Surprise
Back Road,"Winter morningsdriving pastI’d see these kids huddled like grousein the plowed rutsin front of their shack waiting for the bus,three small children bunched against the drifts rising behind them.This morningI slowed to wave and the smallest, a stick of a kid draped in a coat, grinned and raised his red, raw hand, the snowball packed with rock aimed at my face.",Bruce Guernsey,Joy
The First Sam Hazo at the Last,"A minor brush with medicine         in eighty years was all         he’d known.                             But this was different.His right arm limp and slung,         his right leg dead to feeling         and response, he let me spoon him         chicken-broth.                                 Later he said         without self-pity that he’d like         to die.                   I bluffed, “The doctors         think that therapy might help you         walk again.”                             “They’re liars,         all of them,” he muttered.                                                  Bedfast         was never how he hoped to go.“In bed you think of everything,”         he whispered with a shrug, “you think         of all your life.”                                   I knew         he meant my mother.                                           Without her         he was never what he might have been,         and everyone who knew him knew it.Nothing could take her place—         not the cars he loved to drive,         not the money he could earn at will,         not the roads he knew by heart         from Florida to Saranac, not the two         replacement wives who never         measured up.                             Fed now by family         or strangers, carried to the john,         shaved and changed by hired help,         this independent man turned silent         at the end.                          Only my wife         could reach him for his private needs.What no one else could do         for him, he let her do.She talked to him and held         his hand, the left.                                     She helped him         bless himself and prayed beside him         as my mother might have done.“Darling” was his final word         for her.                      Softly, in Arabic.",Samuel Hazo,Sadness
The Farm on the Great Plain,"A telephone line goes cold;birds tread it wherever it goes.A farm back of a great plaintugs an end of the line.I call that farm every year,ringing it, listening, still;no one is home at the farm,the line gives only a hum.Some year I will ring the lineon a night at last the right one,and with an eye tapered for braillefrom the phone on the wallI will see the tenant who waits—the last one left at the place;through the dark my braille eyewill lovingly touch his face.“Hello, is Mother at home?”No one is home today.“But Father—he should be there.”No one—no one is here.“But you—are you the one . . . ?”Then the line will be gonebecause both ends will be home:no space, no birds, no farm.My self will be the plain,wise as winter is gray,pure as cold posts gopacing toward what I know.",William E. Stafford,Sadness
Attack,"At dawn the ridge emerges massed and dun In the wild purple of the glow'ring sun, Smouldering through spouts of drifting smoke that shroud The menacing scarred slope; and, one by one, Tanks creep and topple forward to the wire. The barrage roars and lifts. Then, clumsily bowed With bombs and guns and shovels and battle-gear, Men jostle and climb to, meet the bristling fire. Lines of grey, muttering faces, masked with fear, They leave their trenches, going over the top, While time ticks blank and busy on their wrists, And hope, with furtive eyes and grappling fists, Flounders in mud. O Jesus, make it stop!",Siegfried Sassoon,Fear
Portrait of a Figure near Water,"Rebuked, she turned and ranuphill to the barn. Anger, the inner   arsonist, held a match to her brain.   She observed her life: against her will   it survived the unwavering flame.The barn was empty of animals.   Only a swallow tiltednear the beams, and batshung from the raftersthe roof sagged between.Her breath became steadywhere, years past, the farmer cooled   the big tin amphoræ of milk.The stone trough was stillfilled with water: she watched it   and received its calm.So it is when we retreat in anger:   we think we burn aloneand there is no balm.Then water enters, though it makes   no sound.",Jane Kenyon,Fear
A Variation on Machado,I worry much about the sufferingof Machado. I was only one when he carriedhis mother across the border from Spain to Francein a rainstorm. She died and so did hea few days later in a rooming house along a dry canal.To carry Mother he abandoned a satchelholding his last few years of poetry.I've traveled to Collioure several timesto search for Machado's lost satchel.The French fed him but couldn't save him.There's no true path to a death —we discover the path by walking.We turn a corner on no roadand there's a house on a green hillwith a thousand colorful birds sweeping in a circle.Are the poems in the basement of the house on the hill?We'll find out if we remember earth at all.,Jim Harrison,Fear
To My Old City,"You’re still there in the spectral impress,   the plied afterimage grid of trucksand buses, diesel fume and bloodspoor streaked   on wet streets, and cars biting evening papersfrom the black newsstand. Above, the trestle’s   gravel bed hums expectantly, or with relief,and the gritty pinpoints of snow, at rest   on silver rails, flare into the coming dark,while everywhere your hungry light still tries   to reconstruct itself, charm the spacein and around the looseknit ironworks,   winter’s checkered yellowings glaring pastthe dark. From here, two years away, I see   in your middle distance a trestle stretchedbetween two brownstones, the whole scene   droning deep: the train tears through the gap,ratcheting the space with green aquatic squares   that flick past like old sluggish film,each frame a piece of failing, played-back fact,   and the unseen wheels click, mumble, clickin flukes of young clean snow fountaining up   around those strangers abiding in the glass.",W. S. Di Piero,Fear
Kept,"I was so thirsty, you crackedan egg into my mouth. I ate it& thanked you. We were sorich then. I imagined the moon,a being I’d never seen, in every nailyou’d use to tack the tarpover our heads. I confusedhens clucking for the ringingof the phone you’d neverlet me answer. With a spatulato my ear, I’d pretend to bea woman on TV & say:¿Bueno? Your angerwas the gun you kept by the door,my fear, the knife I used to choponions. One night you confusedthe sound of a snake rattlingfor rain. The snake openedits jaw & its fangs were the colorof mud. You reached for my thighsjust before you died & I couldn’tface you. Once you stoppedbreathing I rubbed your beardbetween my hands& played the most beautifulcumbia. We dancedfor the first time since our wedding.",Natalie Scenters-Zapico,Fear
Mingus in Diaspora,"You could say, I suppose, that he ate his way out,like the prisoner who starts a tunnel with a spoon,or you could say he was one in whom nothing was lost,who took it all in, or that he was big as a bus.He would say, and he did, in one of those blurredmelismatic slaloms his sentences ran—for allthe music was in his speech: swift switches of tempo,stop-time, double time (he could talk in 6/8),“I just ruined my body.” And there, Exhibit A,it stood, that Parthenon of fat, the tenant voicelifted, as we say, since words are a weight, and music.Silence is lighter than air, for the air we knowrises but to the edge of the atmosphere.You have to pick up The Bass, as Mingus calledhis, with audible capitals, and think of the slow yearsthe wood spent as a tree, which might well have beenenough for wood, and think of the skill the bassmakercarried without great thought of it from hometo the shop and back for decades, and knowwhat bassists before you have played, and knowhow much of this is stored in The Bass like energyin a spring and know how much you must coax out.How easy it would be, instead, to pull a swordfrom a stone. But what’s inside the bass wants out,the way one day you will. Religious stories are richin symmetry. You must release as much of this hoardas you can, little by little, in perfect time,as the work of the body becomes a body of work.",William Matthews,Anger
[My mother saw the green tree toad],"My mother saw the green tree toadon the window sillher first onesince she was young.We saw it breatheand swell up round.My youth is no sure signI’ll find this kind of thingtho it does sing.Let’s take it inI said so grandmother can seebut she could notit changed to brownand townchanged us, too.",Lorine Niedecker,Joy
Man of War,"After there were no women, men, and children, from the somber deeps horseshoe crabs crawled up on somber shores: Man-of-Wars' blue sails drifted downwind and blue filaments of some biblical cloak floated below: the stinging filaments. The cored of bone and rock-headed came near: clouds made wandering shadows: sea and grasses mingled:: There was no hell after all but a lull before it began over:: flesh lying alone: then mating: a little spray of soul: and the grace of waves, of stars, and remotest isles.",Carol Frost,Sadness
A DeafBlind Poet,A Deaf Blind poet doesn’t like to read sitting up. A Deaf Blind poet likes to read Braille magazines on the john. A Deaf Blind poet is in the habit of composing nineteenth-century letters and pressing Alt+S. A Deaf Blind poet is a terrible student. A Deaf Blind poet does a lot of groundbreaking research. A Deaf Blind poet is always in demand. A Deaf Blind poet has yet to be gainfully employed. A Deaf Blind poet shares all his trade secrets with his children. A Deaf Blind poet will not stop if police order him to. A Deaf Blind poet used to like dogs but now prefers cats. A Deaf Blind poet listens to his wife. A Deaf Blind poet knits soft things for his dear friends. A Deaf Blind poet doesn’t believe in “contributing to society.”,John Lee Clark,Fear
Our Family Tree,"On the death of my sister Cecilia—the last of five members of the family, who died successively.Our family tree is in the sear And yellow leaf of life;Branch after branch, year after year, Yields to death’s pruning knife.First, youngest born, as if ’twere meet, The sacrifice should be,“The last of earth,” the first to meet Th’ unknown eternity.’Twas God who gave, ’twas He who took, His voice let us obey,So that in his eternal book, Our names shine bright as day.",Joseph Cephas Holly,Joy
In the Event of Change,I am saying primroses lined the pathway of toothless hedges.I am saying the ocean shimmered like corrugated steel in themorning sun.The context of my story changes when you enter. Then I am dungon the wall of the nomad’﻿s field. Then the everyday waking person.I am nodding in your direction like fissures between dandelion fur.Seeing in your manner.I am speaking your pace. Slippage of silk slippers.I say you are losing sight. I say your breasts are dry shells.I am afraid of what I am capable of doing.This is all a manner of stating how I prepare myself to be loved.﻿,Tsering Wangmo Dhompa,Fear
Summer    (a love poem),I wanted to be sure this was our islandso we could walk between the long stars by the seathough your hips are slight and caught in the airlike a moth at the end of a river around my armsI am unable to understand the sun your dizzy spellswhen you form a hand around me on the sandI offer you my terrible sanitythe eternal voice that keeps me from reaching youthough we are close to each other every autumnI feel the desperation of a giant freezing in cementwhen I touch the door you're pressed againstthe color of your letter that reminds me of flamingosisn't that what you mean?the pleasure of hands andlips wetter than the oceanor the brilliant pain ofbreathless teeth in aturbulent dream on a roofwhile I thought of nothingelse except you againstthe sky as I unfolded youlike my very life a liquidsignal of enormous love weinvented like a comet thatsplits the air between us!the earth looks shiny wrapped in steam and erminetired of us perspiring at every chance on the floorbelow I bring you an ash tray out of love for theice palace because it is the end of summer the endof the sun because you are in season like a bluerug you are my favorite violin when you sit and peel my eyes with your great surfaces seem intimatewhen we merely touch the thread of life and kiss 7.30.69,Frank Lima,Sadness
To the Poet Before Battle,"Now, youth, the hour of thy dread passion comes; Thy lovely things must all be laid away; And thou, as others, must face the riven day Unstirred by rattle of the rolling drums, Or bugles' strident cry. When mere noise numbs The sense of being, the sick soul doth sway, Remember thy great craft's honour, that they may say Nothing in shame of poets. Then the crumbs Of praise the little versemen joyed to take Shall be forgotten; then they must know we are, For all our skill in words, equal in might And strong of mettle as those we honoured; make The name of poet terrible in just war, And like a crown of honour upon the fight.",Ivor Gurney,Sadness
The Tables Turned,"Up! up! my Friend, and quit your books; Or surely you'll grow double: Up! up! my Friend, and clear your looks; Why all this toil and trouble? The sun above the mountain's head, A freshening lustre mellow Through all the long green fields has spread, His first sweet evening yellow. Books! 'tis a dull and endless strife: Come, hear the woodland linnet, How sweet his music! on my life, There's more of wisdom in it. And hark! how blithe the throstle sings! He, too, is no mean preacher: Come forth into the light of things, Let Nature be your teacher. She has a world of ready wealth, Our minds and hearts to bless— Spontaneous wisdom breathed by health, Truth breathed by cheerfulness. One impulse from a vernal wood May teach you more of man, Of moral evil and of good, Than all the sages can. Sweet is the lore which Nature brings; Our meddling intellect Mis-shapes the beauteous forms of things:— We murder to dissect. Enough of Science and of Art; Close up those barren leaves; Come forth, and bring with you a heart That watches and receives.",William Wordsworth,Sadness
Let Us Sample Protection Together,"When I was little I cut off the headsof many lords. I can’t count on the energythat took to rise in me at will, but I’vestrengthened my ability to make astand-firm surface. A steady gaze will driveconflicted information away, back to theabyss from whence it came, but I’ll be righthere the morning after, wracked in aprivate shame too awful to admit andof no consequence at all. I work very hardnot to let myself go. Any channelcan tell. Due process appears in beautyand misgiving at once; an agilityborne from creative malice, a benigninsecurity. The plain truth: I forgetthe curtains are open sometimes and thehands wander. The room stares back from its things:They understand the end of the world, willnot waste time feeling your pain, and every-thing tragic in between need not be known.I don’t want love or remorse to followI want them in the way, things to burst throughcorollaries to be roped and tackledby surprise, get killed, and thank you. One fatetransforms into another, but I won’ttouch that bandaged story. I won’t belongto this scripted conversation, though Imay play along. Identity theft acceptingrenewal orders, copycat pre-emptive attacksan obscure murder string on the publicglide by sight, the victim a John doughnutpining for leadership from the passenger seat.The threat of meaning reassures: I knowit’s being made for me. Am I supposedto believe we’re receiving information?Can I defect back to curiosityin the moonlight, stone rabbit? Hit on byEcho, I go cold for the love of myown exile, and while I hope, my fleshexplodes into an arrangement of starspestered by darkness. Those aren’t birds youhear, just their corresponding holes in the sky.All the bottled water isn’t fooling anyone.",Anselm Berrigan,Sadness
Canto IV,"Palace in smoky light,Troy but a heap of smouldering boundary stones,ANAXIFORMINGES!  Aurunculeia!Hear me.   Cadmus of Golden Prows!The silver mirrors catch the bright stones and flare,Dawn, to our waking, drifts in the green cool light;Dew-haze blurs, in the grass, pale ankles moving.Beat, beat, whirr, thud, in the soft turf                under the apple trees,Choros nympharum, goat-foot, with the pale foot alternate;Crescent of blue-shot waters, green-gold in the shallows,A black cock crows in the sea-foam; And by the curved, carved foot of the couch,             claw-foot and lion head, an old man seatedSpeaking in the low drone…:                        Ityn!Et ter flebiliter, Ityn, Ityn!And she went toward the window and cast her down,               “All the while, the while, swallows crying:Ityn!               “It is Cabestan’s heart in the dish.”               “It is Cabestan’s heart in the dish?”               “No other taste shall change this.”And she went toward the window,                      the slim white stone barMaking a double arch;Firm even fingers held to the firm pale stone;Swung for a moment,                        and the wind out of RhodezCaught in the full of her sleeve.               . . .  the swallows crying:‘Tis.  ‘Tis.  ‘Ytis!               Actæon…                   and a valley,The valley is thick with leaves, with leaves, the trees,The sunlight glitters, glitters a-top,Like a fish-scale roof,               Like the church roof in PoictiersIf it were gold.               Beneath it, beneath itNot a ray, not a slivver, not a spare disc of sunlightFlaking the black, soft water;Bathing the body of nymphs, of nymphs, and Diana,Nymphs, white-gathered about her, and the air, air,Shaking, air alight with the goddess               fanning their hair in the dark,Lifting, lifting and waffing:Ivory dipping in silver,               Shadow’d, o’ershadow’dIvory dipping in silver,Not a splotch, not a lost shatter of sunlight.Then Actæon: Vidal,Vidal.   It is old Vidal speaking,    stumbling along in the wood,Not a patch, not a lost shimmer of sunlight,                the pale hair of the goddess. The dogs leap on Actæon,                “Hither, hither, Actæon,”Spotted stag of the wood;Gold, gold, a sheaf of hair,                Thick like a wheat swath,Blaze, blaze in the sun,                The dogs leap on Actæon.Stumbling, stumbling along in the wood,Muttering, muttering Ovid:                “Pergusa… pool… pool… Gargaphia,“Pool… pool of Salmacis.”                The empty armour shakes as the cygnet moves. Thus the light rains, thus pours, e lo soleills plovilThe liquid and rushing crystal                beneath the knees of the gods.Ply over ply, thin glitter of water;Brook film bearing white petals.The pine at Takasago                grows with the pine of Isé!The water whirls up the bright pale sand in the spring’s mouth“Behold the Tree of the Visages!”Forked branch-tips, flaming as if with lotus.                Ply over plyThe shallow eddying fluid,                beneath the knees of the gods. Torches melt in the glare                set flame of the corner cook-stall,Blue agate casing the sky (as at Gourdon that time)                the sputter of resin,Saffron sandal so petals the narrow foot: Hymenæus Io!                Hymen, Io Hymenæe! Aurunculeia!One scarlet flower is cast on the blanch-white stone.                 And So-Gyoku, saying:“This wind, sire, is the king’s wind,                This wind is wind of the palace,Shaking imperial water-jets.”                And Hsiang, opening his collar:“This wind roars in the earth’s bag,                it lays the water with rushes.”No wind is the king’s wind.                Let every cow keep her calf.“This wind is held in gauze curtains…”                       No wind is the king’s… The camel drivers sit in the turn of the stairs,                Look down on Ecbatan of plotted streets,“Danaë! Danaë!             What wind is the king’s?”Smoke hangs on the stream,The peach-trees shed bright leaves in the water,Sound drifts in the evening haze,                The bark scrapes at the ford,Gilt rafters above black water,                Three steps in an open field,Gray stone-posts leading… Père Henri Jacques would speak with the Sennin, on Rokku,Mount Rokku between the rock and the cedars,Polhonac,As Gyges on Thracian platter set the feast,Cabestan, Tereus,                It is Cabestan’s heart in the dish,Vidal, or Ecbatan, upon the gilded tower in EcbatanLay the god’s bride, lay ever, waiting the golden rain.By Garonne.             “Saave!”The Garonne is thick like paint,Procession,—“Et sa’ave, sa’ave, sa’ave Regina!”—Moves like a worm, in the crowd.Adige, thin film of images,Across the Adige, by Stefano, Madonna in hortulo,As Cavalcanti had seen her.                The Centaur’s heel plants in the earth loam.And we sit here…                there in the arena…",Ezra Pound,Joy
Faith,"When I cannot believe,The brown herds still move across green fieldsInto the tufty hills, and I was bornHigher, where I could watch them as a bird might.When even memory seems imagined, whatCan I bring to prayer? A pair of knees.The great faith that built a stair to heavenAs now my memory tries to climb a hill,Becomes an old stone building, a deaf priestWhose hand is in the pockets of his parish,Who longs to buy a bell he'll never hear.The water in the font is cold, I traceA circle on my brow and not a cross.",Michael Schmidt,Anger
Sometimes Never,"Talking, we begin to find the way intoour hearts, we who knew no words,words being a rare commodityin those countries we left behind.Both refugees and similarly deprived,we marvel at the many things thereare to say: so many variationsand colors of the same thought, somany different lengths in the wordsthat line up together on our tongues.No scarcity, no rationing, nowaiting in line in order to buythe same answer we heard each timewe asked, that one word, owned bythe state, manufactured by the state,serving all purposes equally alike:No, No, No, and sometimes Never.",Joyce Sutphen,Fear
from Epipsychidion,"Emily, A ship is floating in the harbour now, A wind is hovering o'er the mountain's brow; There is a path on the sea's azure floor, No keel has ever plough'd that path before; The halcyons brood around the foamless isles; The treacherous Ocean has forsworn its wiles; The merry mariners are bold and free: Say, my heart's sister, wilt thou sail with me? Our bark is as an albatross, whose nest Is a far Eden of the purple East; And we between her wings will sit, while Night, And Day, and Storm, and Calm, pursue their flight, Our ministers, along the boundless Sea, Treading each other's heels, unheededly. It is an isle under Ionian skies, Beautiful as a wreck of Paradise, And, for the harbours are not safe and good, This land would have remain'd a solitude But for some pastoral people native there, Who from the Elysian, clear, and golden air Draw the last spirit of the age of gold, Simple and spirited; innocent and bold. The blue Aegean girds this chosen home, With ever-changing sound and light and foam, Kissing the sifted sands, and caverns hoar; And all the winds wandering along the shore Undulate with the undulating tide: There are thick woods where sylvan forms abide; And many a fountain, rivulet and pond, As clear as elemental diamond, Or serene morning air; and far beyond, The mossy tracks made by the goats and deer (Which the rough shepherd treads but once a year) Pierce into glades, caverns and bowers, and halls Built round with ivy, which the waterfalls Illumining, with sound that never fails Accompany the noonday nightingales; And all the place is peopled with sweet airs; The light clear element which the isle wears Is heavy with the scent of lemon-flowers, Which floats like mist laden with unseen showers, And falls upon the eyelids like faint sleep; And from the moss violets and jonquils peep And dart their arrowy odour through the brain Till you might faint with that delicious pain. And every motion, odour, beam and tone, With that deep music is in unison: Which is a soul within the soul—they seem Like echoes of an antenatal dream. It is an isle 'twixt Heaven, Air, Earth and Sea, Cradled and hung in clear tranquillity; Bright as that wandering Eden Lucifer, Wash'd by the soft blue Oceans of young air. It is a favour'd place. Famine or Blight, Pestilence, War and Earthquake, never light Upon its mountain-peaks; blind vultures, they Sail onward far upon their fatal way: The wingèd storms, chanting their thunder-psalm To other lands, leave azure chasms of calm Over this isle, or weep themselves in dew, From which its fields and woods ever renew Their green and golden immortality. And from the sea there rise, and from the sky There fall, clear exhalations, soft and bright, Veil after veil, each hiding some delight, Which Sun or Moon or zephyr draw aside, Till the isle's beauty, like a naked bride Glowing at once with love and loveliness, Blushes and trembles at its own excess: Yet, like a buried lamp, a Soul no less Burns in the heart of this delicious isle, An atom of th' Eternal, whose own smile Unfolds itself, and may be felt not seen O'er the gray rocks, blue waves and forests green, Filling their bare and void interstices. But the chief marvel of the wilderness Is a lone dwelling, built by whom or how None of the rustic island-people know: 'Tis not a tower of strength, though with its height It overtops the woods; but, for delight, Some wise and tender Ocean-King, ere crime Had been invented, in the world's young prime, Rear'd it, a wonder of that simple time, An envy of the isles, a pleasure-house Made sacred to his sister and his spouse. It scarce seems now a wreck of human art, But, as it were, Titanic; in the heart Of Earth having assum'd its form, then grown Out of the mountains, from the living stone, Lifting itself in caverns light and high: For all the antique and learned imagery Has been eras'd, and in the place of it The ivy and the wild-vine interknit The volumes of their many-twining stems; Parasite flowers illume with dewy gems The lampless halls, and when they fade, the sky Peeps through their winter-woof of tracery With moonlight patches, or star atoms keen, Or fragments of the day's intense serene; Working mosaic on their Parian floors. And, day and night, aloof, from the high towers And terraces, the Earth and Ocean seem To sleep in one another's arms, and dream Of waves, flowers, clouds, woods, rocks, and all that we Read in their smiles, and call reality.        This isle and house are mine, and I have vow'd Thee to be lady of the solitude. And I have fitted up some chambers there Looking towards the golden Eastern air, And level with the living winds, which flow Like waves above the living waves below. I have sent books and music there, and all Those instruments with which high Spirits call The future from its cradle, and the past Out of its grave, and make the present last In thoughts and joys which sleep, but cannot die, Folded within their own eternity. Our simple life wants little, and true taste Hires not the pale drudge Luxury to waste The scene it would adorn, and therefore still, Nature with all her children haunts the hill. The ring-dove, in the embowering ivy, yet Keeps up her love-lament, and the owls flit Round the evening tower, and the young stars glance Between the quick bats in their twilight dance; The spotted deer bask in the fresh moonlight Before our gate, and the slow, silent night Is measur'd by the pants of their calm sleep. Be this our home in life, and when years heap Their wither'd hours, like leaves, on our decay, Let us become the overhanging day, The living soul of this Elysian isle, Conscious, inseparable, one. Meanwhile We two will rise, and sit, and walk together, Under the roof of blue Ionian weather, And wander in the meadows, or ascend The mossy mountains, where the blue heavens bend With lightest winds, to touch their paramour; Or linger, where the pebble-paven shore, Under the quick, faint kisses of the sea, Trembles and sparkles as with ecstasy— Possessing and possess'd by all that is Within that calm circumference of bliss, And by each other, till to love and live Be one: or, at the noontide hour, arrive Where some old cavern hoar seems yet to keep The moonlight of the expir'd night asleep, Through which the awaken'd day can never peep; A veil for our seclusion, close as night's, Where secure sleep may kill thine innocent lights; Sleep, the fresh dew of languid love, the rain Whose drops quench kisses till they burn again. And we will talk, until thought's melody Become too sweet for utterance, and it die In words, to live again in looks, which dart With thrilling tone into the voiceless heart, Harmonizing silence without a sound. Our breath shall intermix, our bosoms bound, And our veins beat together; and our lips With other eloquence than words, eclipse The soul that burns between them, and the wells Which boil under our being's inmost cells, The fountains of our deepest life, shall be Confus'd in Passion's golden purity, As mountain-springs under the morning sun. We shall become the same, we shall be one Spirit within two frames, oh! wherefore two? One passion in twin-hearts, which grows and grew, Till like two meteors of expanding flame, Those spheres instinct with it become the same, Touch, mingle, are transfigur'd; ever still Burning, yet ever inconsumable: In one another's substance finding food, Like flames too pure and light and unimbu'd To nourish their bright lives with baser prey, Which point to Heaven and cannot pass away: One hope within two wills, one will beneath Two overshadowing minds, one life, one death, One Heaven, one Hell, one immortality, And one annihilation. Woe is me! The winged words on which my soul would pierce Into the height of Love's rare Universe, Are chains of lead around its flight of fire— I pant, I sink, I tremble, I expire!",Percy Bysshe Shelley,Joy
God's Judgment on a Wicked Bishop,"The summer and autumn had been so wet,That in winter the corn was growing yet,'Twas a piteous sight to see all aroundThe grain lie rotting on the ground.Every day the starving poorCrowded around Bishop Hatto's door,For he had a plentiful last-year's store,And all the neighbourhood could tellHis granaries were furnish'd well.At last Bishop Hatto appointed a dayTo quiet the poor without delay;He bade them to his great Barn repair,And they should have food for the winter there.Rejoiced such tidings good to hear,The poor folk flock'd from far and near;The great barn was full as it could holdOf women and children, and young and old.Then when he saw it could hold no more,Bishop Hatto he made fast the door;And while for mercy on Christ they call,He set fire to the Barn and burnt them all.""I'faith 'tis an excellent bonfire!"" quoth he,""And the country is greatly obliged to me,For ridding it in these times forlornOf Rats that only consume the corn.""So then to his palace returned he,And he sat down to supper merrily,And he slept that night like an innocent man;But Bishop Hatto never slept again.In the morning as he enter'd the hallWhere his picture hung against the wall,A sweat like death all over him came,For the Rats had eaten it out of the frame.As he look'd there came a man from his farm—He had a countenance white with alarm;""My Lord, I open'd your granaries this morn,And the Rats had eaten all your corn.""Another came running presently,And he was pale as pale could be,""Fly! my Lord Bishop, fly,"" quoth he,""Ten thousand Rats are coming this way,...The Lord forgive you for yesterday!""""I'll go to my tower on the Rhine,"" replied he,""'Tis the safest place in Germany;The walls are high and the shores are steep,And the stream is strong and the water deep.""Bishop Hatto fearfully hasten'd away,And he crost the Rhine without delay,And reach'd his tower, and barr'd with careAll the windows, doors, and loop-holes there.He laid him down and closed his eyes;...But soon a scream made him arise,He started and saw two eyes of flameOn his pillow from whence the screaming came.He listen'd and look'd;... it was only the Cat;And the Bishop he grew more fearful for that,For she sat screaming, mad with fearAt the Army of Rats that were drawing near.For they have swum over the river so deep,And they have climb'd the shores so steep,And up the Tower their way is bent,To do the work for which they were sent.They are not to be told by the dozen or score,By thousands they come, and by myriads and more,Such numbers had never been heard of before,Such a judgment had never been witness'd of yore.Down on his knees the Bishop fell,And faster and faster his beads did he tell,As louder and louder drawing nearThe gnawing of their teeth he could hear.And in at the windows and in at the door,And through the walls helter-skelter they pour,And down from the ceiling and up through the floor,From the right and the left, from behind and before,From within and without, from above and below,And all at once to the Bishop they go.They have whetted their teeth against the stones,And now they pick the Bishop's bones:They gnaw'd the flesh from every limb,For they were sent to do judgment on him!",Robert Southey,Sadness
washee/was she,she was washee i told her you arelike your motherland a wildernessneeds a belt laid down two whitehotel towels took her into the tub towudu the boys out of her mouth pointedher nipples toward qibla wiped cleanher intention to perform ruk’u as ifcarrying a glass of chai on her backfold at the knees palms to the groundtucked her soles under her astaghfirullahused countryin my used country I felt his teethcircle as a mosquito the black mysteryhe placed my right hand over my wrongstain said he was bringing me homeoffered me a suite with a lock a key inthe shape of a brother perhaps twenty-two years old my body pure as a glasstable he spilled was she my boss on myback at night came easy as a flyto post-conflict faithfullyused my country,Sahar Muradi,Fear
A Girl,"A Girl,      Her soul a deep-wave pearl Dim, lucent of all lovely mysteries;      A face flowered for heart’s ease,      A brow’s grace soft as seas      Seen through faint forest-trees:      A mouth, the lips apart, Like aspen-leaflets trembling in the breeze     From her tempestuous heart.     Such: and our souls so knit,     I leave a page half-writ —            The work begun Will be to heaven’s conception done,            If she come to it.",Michael Field,Fear
The Knife-Sharpener’s Daughter,"A drain spout splashingrusty stains on concrete, the taste of doorknobsyou kiss before squinting through the musty keyholeat the knife-sharpener’s daughter, while across the citythe knife-sharpener limps his pushcartwith its dinging axles, with its screeching whetstoneup wet alleys crying: scissors! knives! axes!",Stuart Dybek,Fear
Sonnet,"Glitz girls in the spackle. Teen climbedThe boughed over stair. Stole lace to begin againIn darkness, a fingering salt. PrintDelighted the line to linedPink. Was doll-sized, weighted out. Was flat-reaped sighAnd dollar bin plaid. Fridays we stayed inTill in coughed through with dry heat. MenGrew approximate in their longing for something to mine.Sippy cup of burn, acrylic camel, and melting kohlWas a hiding past boyish. We shone with miraculousDroll. Don’t try to kiss me, she was always saying. OlderThan a watch, the girl who pays starch to hushMeat. Gargantuan between grown and still us,I leave her orange street, my wanting ode",Anne Marie Rooney,Love
Across the Street,"I ran across the street, I didn’t know any better.Ran out in the street, I didn’t know no better.I just knew a woman was there, though I’d never met her.She sat me in her parlor, distracted me with trinkets,milky glass birds and fish, distracting trinkets.She said my mother would be fine, but did she think it?The world was a blur of crystal wings and fins.My tears were casked in crystal, wings and fins.She was the first of many lady-friends.The tree shadows shortened, she brought me a drink of water.Morning matured, she brought me a glass of water.I drank it so fast, she went and brought another.I kept looking out the window, she didn’t ask me what for.I watched out that window, she didn’t ask what for.The seconds broke off and lay there on the floor.I imagined my mother’s route, as far as I could.Her long morning walk, followed as far as I could.Nothing I could do would do any good.Suffer the little children, and forbid them not.Christ said suffer the little children, and forbid them not.Said love thy neighbor, sometimes she’s all you got.",Austin Segrest,Anger
On Seeing the Wind at Hope Mansell,"Whether or not shadows are of the substance such is the expectation I can wait to surprise my vision as a wind enters the valley: sudden and silent in its arrival, drawing to full cry the whorled invisibilities, glassen towers freighted with sky-chaff; that, as barnstorming powers, rammack the small orchard; that well-steaded oaks ride stolidly, that rake the light-leafed ash, that glowing yew trees, cumbrous, heave aside. Amidst and abroad tumultuous lumina, regents, reagents, cloud-fêted, sun-ordained, fly tally over hedgerows, across fields.",Geoffrey Hill,Fear
Shiver & You Have Weather,"In the aftermath of calculusyour toast fell butter-side down.Squirrels swarmed the lawnsin flight patterns. The hovercrafthelped the waves along. Fromevery corner there was perspective.On the billboards the diamondswere real, in the stores, only zirconia.I cc’ed you. I let you know.Sat down to write the Black Ice Memo.Dinner would be meager &reminiscent of next week’s lunch.So what if I sat on the sectional?As always I was beside myself.",Matthea Harvey,Sadness
